,crime,number,date,location,beat,neighborhood,npu,lat,long
14523,LARCENY-FROM VEHICLE,142740694,10/01/2014,4487 ROSWELL RD NE,209,North Buckhead,B,33.8775,-84.37946
14524,AUTO THEFT,142740832,10/01/2014,239 4TH ST NE,505,Midtown,E,33.77449,-84.37946
14525,LARCENY-NON VEHICLE,142740836,10/01/2014,14 MELDON AVE SE,305,South Atlanta,Y,33.71136,-84.38298
14526,LARCENY-NON VEHICLE,142740851,10/01/2014,2001 PEACHTREE RD NE,207,,E,33.80928,-84.39307
14527,LARCENY-FROM VEHICLE,142740916,10/01/2014,1094 BERKSHIRE RD NE,213,Morningside/Lenox Park,F,33.79936,-84.35116
14528,AGG ASSAULT,142740933,10/01/2014,1768 ALVARADO TER SW,404,Westview,T,33.73434,-84.44564
14529,LARCENY-NON VEHICLE,142740946,10/01/2014,1867 MYRTLE DR SW,410,Campbellton Road,R,33.70394,-84.4551
14530,BURGLARY-RESIDENCE,142740961,10/01/2014,1870 MYRTLE DR SW,410,Campbellton Road,R,33.70419,-84.45479
14531,LARCENY-FROM VEHICLE,142740982,10/01/2014,520 BOULEVARD SE,605,Grant Park,W,33.7407,-84.36764
14532,BURGLARY-RESIDENCE,142741028,10/01/2014,4 PARK CIR NE,211,Peachtree Park,B,33.84421,-84.36721
14533,LARCENY-NON VEHICLE,142741059,10/01/2014,1503 HARDEE ST NE,609,Edgewood,O,33.75526,-84.33838
14534,AGG ASSAULT,142741065,10/01/2014,1304 DONALD LEE HOLLOWELL PKWY NW,106,Bankhead,K,33.77158,-84.43032
14535,LARCENY-NON VEHICLE,142741085,10/01/2014,299 NORTHSIDE DR NW,507,Downtown,M,33.76376,-84.40298
14536,LARCENY-NON VEHICLE,142741099,10/01/2014,650 PONCE DE LEON AVE NE,506,Midtown,E,33.77352,-84.36667
14537,LARCENY-FROM VEHICLE,142741102,10/01/2014,573 HANSELL ST SE,605,Grant Park,W,33.73964,-84.36884
14538,BURGLARY-RESIDENCE,142741143,10/01/2014,210 FARRINGTON AVE SE,304,Peoplestown,V,33.72709,-84.38096
14539,AUTO THEFT,142741169,10/01/2014,1188 REDFORD DR SE,308,Rebel Valley Forest,Z,33.68536,-84.35378
14540,LARCENY-NON VEHICLE,142741321,10/01/2014,150 WALTON ST NW,508,Downtown,M,33.75812,-84.39292
14541,BURGLARY-RESIDENCE,142741349,10/01/2014,1576 MIMS ST SW,104,Mozley Park,K,33.74951,-84.43907
14542,LARCENY-FROM VEHICLE,142741385,10/01/2014,185 MONTAG CIR NE,602,Inman Park,N,33.76013,-84.36218
14543,LARCENY-NON VEHICLE,142741436,10/01/2014,3500 PEACHTREE RD NE,208,North Buckhead,B,33.85248,-84.36058
14544,LARCENY-NON VEHICLE,142741442,10/01/2014,650 PONCE DE LEON AVE NE @STAPLES - PONCE,506,Midtown,E,33.77469,-84.36561
14545,LARCENY-FROM VEHICLE,142741522,10/01/2014,2909 CAMPBELLTON RD SW @CASCADE PINES APTS,409,Southwest,R,33.70025,-84.48473
14546,BURGLARY-RESIDENCE,142741628,10/01/2014,1995 BROWNS MILL RD SE,307,Lakewood Heights,Y,33.69986,-84.37544
14547,LARCENY-FROM VEHICLE,142741629,10/01/2014,730 LAKEVIEW AVE NE,506,Midtown,E,33.77466,-84.36732
14548,BURGLARY-RESIDENCE,142741645,10/01/2014,856 DRUMMOND ST SW,101,Atlanta University Center,T,33.75267,-84.41565
14549,AUTO THEFT,142741647,10/01/2014,3300 PEACHTREE RD NE,208,North Buckhead,B,33.84514,-84.37031
14550,LARCENY-NON VEHICLE,142741656,10/01/2014,2690 METROPOLITAN PKWY SW,309,Perkerson,X,33.68169,-84.40737
14551,BURGLARY-NONRES,142741657,10/01/2014,1033 DONALD LEE HOLLOWELL PKWY NW,106,Bankhead,K,33.77341,-84.42157
14552,AGG ASSAULT,142741673,10/01/2014,1102 SYLVAN ROAD,301,Oakland City,S,33.72476,-84.41785
14553,LARCENY-NON VEHICLE,142741683,10/01/2014,2429 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75246,-84.46669
14554,LARCENY-FROM VEHICLE,142741739,10/01/2014,390 W LAKE AVE NW,107,Grove Park,J,33.76561,-84.44109
14555,LARCENY-NON VEHICLE,142741768,10/01/2014,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457
14556,LARCENY-FROM VEHICLE,142741863,10/01/2014,512 TRABERT AVE NW,207,Loring Heights,E,33.79434,-84.40442
14557,AUTO THEFT,142741869,10/01/2014,4365 ROSWELL RD NE,209,North Buckhead,B,33.87446,-84.37987
14558,BURGLARY-RESIDENCE,142741954,10/01/2014,1852 HONEYSUCKLE LN SW,410,Campbellton Road,R,33.70666,-84.45359
14559,LARCENY-NON VEHICLE,142741981,10/01/2014,464 MORELAND AVE NE,602,Inman Park,N,33.76686,-84.34915
14560,AUTO THEFT,142742212,10/01/2014,2500 CENTER ST NW,113,Carey Park,G,33.78999,-84.47156
14561,BURGLARY-RESIDENCE,142742230,10/01/2014,1121 MONTREAT AVE SW,402,Oakland City,S,33.73001,-84.42446
14562,BURGLARY-RESIDENCE,142742270,10/01/2014,706 FOUNDRY ST NW,102,Vine City,L,33.7589,-84.41079
14563,LARCENY-NON VEHICLE,142742272,10/01/2014,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
14564,BURGLARY-RESIDENCE,142742296,10/01/2014,1021 SMITH ST SW,302,Pittsburgh,V,33.72699,-84.40097
14565,LARCENY-NON VEHICLE,142740170,10/01/2014,110 MARIETTA ST NW,511,Downtown,M,33.75674,-84.39257
14566,AGG ASSAULT,142740178,10/01/2014,1110 LAROSA TER SW,403,Oakland City,S,33.72316,-84.42428
14567,ROBBERY-PEDESTRIAN,142740212,10/01/2014,838 OAK ST SW,401,West End,T,33.74057,-84.41614
14568,LARCENY-NON VEHICLE,153040028,10/31/2015,1931 VELMA ST SE,308,Thomasville Heights,Z,33.70133,-84.35617
14569,LARCENY-FROM VEHICLE,153040053,10/31/2015,510 COURTLAND ST NE,509,Downtown,M,33.76981,-84.38514
14570,ROBBERY-PEDESTRIAN,153040125,10/31/2015,426 TODD ST SE,604,Sweet Auburn,M,33.75183,-84.37294
14571,ROBBERY-COMMERCIAL,153040298,10/31/2015,3802 ROSWELL RD NE,209,East Chastain Park,B,33.85865,-84.38102
14572,LARCENY-FROM VEHICLE,153040356,10/31/2015,930 HOWELL MILL RD NW,501,Home Park,E,33.77987,-84.41063
14573,AGG ASSAULT,153040559,10/31/2015,620 PARKWAY DR NE,603,Old Fourth Ward,M,33.7714,-84.37313
14574,AGG ASSAULT,153040574,10/31/2015,196 WADLEY,108,Dixie Hills,J,33.7574,-84.45771
14575,LARCENY-FROM VEHICLE,153040596,10/31/2015,734 JOSEPH E BOONE BLVD NW,102,Vine City,L,33.76334,-84.41155
14576,ROBBERY-PEDESTRIAN,153040605,10/31/2015,1531 CAMPBELLTON RD NW,408,Venetian Hills,S,33.71334,-84.4387
14577,LARCENY-FROM VEHICLE,153040622,10/31/2015,248 TRINITY AVE SW,512,Downtown,M,33.75048,-84.39599
14578,AGG ASSAULT,153040634,10/31/2015,1575 MORELAND AVE SE,607,Custer/McDonough/Guice,W,33.7118,-84.35004
14579,LARCENY-FROM VEHICLE,153040638,10/31/2015,418 MARIETTA ST,508,Downtown,M,33.76462,-84.3976
14580,ROBBERY-COMMERCIAL,153040720,10/31/2015,2866 METROPOLITAN PKWY SW,311,Hammond Park,X,33.67677,-84.40829
14581,LARCENY-FROM VEHICLE,153040750,10/31/2015,1200 OAK ST SW,401,West End,T,33.74071,-84.4269
14582,AUTO THEFT,153040756,10/31/2015,PEACHTREE WALK NE / 12TH ST NE,503,Midtown,E,33.78431,-84.38307
14583,BURGLARY-NONRES,153040817,10/31/2015,1455 ELLSWORTH INDUSTRIAL BLVD NW,203,Blandtown,D,33.79579,-84.42575
14584,BURGLARY-RESIDENCE,153040941,10/31/2015,436 MACEDONIA RD SE,312,Orchard Knob,Z,33.66378,-84.37514
14585,LARCENY-FROM VEHICLE,153041024,10/31/2015,1607 S GORDON ST SW,404,Westview,T,33.73998,-84.44039
14586,LARCENY-FROM VEHICLE,153041081,10/31/2015,951 GLENWOOD AVE SE,607,Ormewood Park,W,33.73966,-84.35664
14587,LARCENY-NON VEHICLE,153041106,10/31/2015,1634 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70965,-84.37962
14588,LARCENY-FROM VEHICLE,153041118,10/31/2015,271 GLEN IRIS DR NE,603,Old Fourth Ward,M,33.76193,-84.36741
14589,LARCENY-FROM VEHICLE,153041172,10/31/2015,100 10TH ST NE,503,Midtown,E,33.78179,-84.38378
14590,LARCENY-FROM VEHICLE,153041188,10/31/2015,123 WOODWARD AVE SE,605,Capitol Gateway,V,33.74552,-84.38289
14591,LARCENY-FROM VEHICLE,153041226,10/31/2015,378 MAPLE ST  NW,103,English Avenue,L,33.76481,-84.40542
14592,ROBBERY-PEDESTRIAN,153041365,10/31/2015,746 BECKWITH ST SW,101,Atlanta University Center,T,33.75204,-84.41209
14593,BURGLARY-RESIDENCE,153041465,10/31/2015,955 PALMETTO AVE SW,104,Ashview Heights,T,33.75196,-84.41885
14594,AUTO THEFT,153041517,10/31/2015,935 MARIETTA ST NW,504,Marietta Street Artery,E,33.7778,-84.40865
14595,LARCENY-NON VEHICLE,153041533,10/31/2015,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
14596,ROBBERY-COMMERCIAL,153041564,10/31/2015,231 18TH ST NW,501,Atlantic Station,E,33.79275,-84.39544
14597,BURGLARY-RESIDENCE,153041605,10/31/2015,149 WALTHALL ST SE,606,Reynoldstown,N,33.74968,-84.35187
14598,ROBBERY-PEDESTRIAN,153041625,10/31/2015,1754 HADLOCK ST SW,408,,R,33.70758,-84.44621
14599,LARCENY-FROM VEHICLE,153041649,10/31/2015,1080 EUCLID AVE NE,602,Inman Park,N,33.76359,-84.3517
14600,LARCENY-FROM VEHICLE,153041711,10/31/2015,300 WALKER ST SW,507,Castleberry Hill,M,33.7463,-84.40334
14601,AGG ASSAULT,153041717,10/31/2015,2001 SYLVAN RD SW,306,Sylvan Hills,X,33.69981,-84.4184
14602,LARCENY-NON VEHICLE,153041788,10/31/2015,149 PEACHTREE CIR NE,502,Ansley Park,E,33.79333,-84.38388
14603,LARCENY-NON VEHICLE,153041797,10/31/2015,2841 GREENBRIAR PKWY SW @Multiple,411,Greenbriar,R,33.68677,-84.49773
14604,LARCENY-FROM VEHICLE,153041828,10/31/2015,2143 PEACHTREE RD NE,207,,E,33.81262,-84.39195
14605,LARCENY-NON VEHICLE,153041914,10/31/2015,2539 PIEDMONT ROAD,211,Lindbergh/Morosgo,B,33.82403,-84.36328
14606,LARCENY-NON VEHICLE,153041931,10/31/2015,3330 PIEDMONT RD NE @Multiple,208,Buckhead Forest,B,33.84564,-84.37462
14607,ROBBERY-PEDESTRIAN,153041959,10/31/2015,444 WINDSOR ST ,303,Mechanicsville,V,33.74275,-84.39808
14608,BURGLARY-RESIDENCE,153041973,10/31/2015,960 N HIGHLAND AVE NE,601,Virginia Highland,F,33.78082,-84.35403
14609,LARCENY-FROM VEHICLE,153042040,10/31/2015,268 PONCE DE LEON AVE NE,505,Midtown,E,33.77277,-84.37854
14610,BURGLARY-NONRES,153042165,10/31/2015,890 CHATTAHOOCHEE AVE NW,203,Berkeley Park,D,33.79902,-84.41695
14611,ROBBERY-PEDESTRIAN,153042206,10/31/2015,126 JAMES P BRAWLEY DR NW,102,Vine City,L,33.75787,-84.41281
14612,LARCENY-NON VEHICLE,153042247,10/31/2015,2866 FORREST HILLS DR SW,311,Hammond Park,X,33.67725,-84.39889
14613,LARCENY-FROM VEHICLE,153042353,10/31/2015,2975 HEADLAND DR SW @BIG LOTS - HEADLAND,411,Greenbriar,R,33.69168,-84.4872
14614,BURGLARY-RESIDENCE,153042361,10/31/2015,1871 PLAZA LN SW,410,Campbellton Road,R,33.70518,-84.45336
14615,AGG ASSAULT,153042364,10/31/2015,1177 JOSEPH E BOONE BLVD NW,106,Bankhead,K,33.7636,-84.42619
14616,LARCENY-NON VEHICLE,153042487,10/31/2015,3393 PEACHTREE ROAD ,210,Lenox,B,33.84676,-84.36212
14617,BURGLARY-RESIDENCE,153042533,10/31/2015,2229 BURROUGHS AVE SE,310,Lakewood,Z,33.6933,-84.37148
14618,AUTO THEFT,153042591,10/31/2015,2980 MIDDLETON RD NW,111,,I,33.75285,-84.48838
14619,AUTO THEFT,153042652,10/31/2015,580 W END PL SW,401,West End,T,33.7393,-84.42459
14620,BURGLARY-RESIDENCE,153042673,10/31/2015,1614 PONTIAC PL SE,607,Custer/McDonough/Guice,W,33.71055,-84.35677
14621,LARCENY-FROM VEHICLE,153042700,10/31/2015,3833 PRINCETON LAKES CT SW,414,Princeton Lakes,P,33.65738,-84.51309
14622,BURGLARY-RESIDENCE,153042734,10/31/2015,1770 MADRONA ST NW,107,Grove Park,J,33.77035,-84.44469
14623,BURGLARY-RESIDENCE,153042745,10/31/2015,1073 HOLLYWOOD RD NW,110,Almond Park,G,33.78421,-84.46026
14624,ROBBERY-PEDESTRIAN,153042748,10/31/2015,411 FLAT SHOALS AVE SE,606,East Atlanta,W,33.74253,-84.34852
14625,LARCENY-FROM VEHICLE,153042754,10/31/2015,441 16TH ST NW @IKEA,501,Atlantic Station,E,33.78874,-84.40468
14626,LARCENY-FROM VEHICLE,153042783,10/31/2015,4409 ROSWELL RD NE ,209,North Buckhead,B,33.87497,-84.38068
14627,AGG ASSAULT,153042791,10/31/2015,61 NORTH AVE NW ,505,Midtown,E,33.77138,-84.38943
14628,LARCENY-FROM VEHICLE,153042807,10/31/2015,1807 VENETIAN DR SW,408,Venetian Hills,S,33.71494,-84.44696
14629,LARCENY-FROM VEHICLE,153042829,10/31/2015,1740 DEFOOR PL NW,203,Underwood Hills,D,33.80272,-84.42158
14630,AGG ASSAULT,153042849,10/31/2015,1267 JOSEPH E. BOONE BLVD NW,106,Bankhead,K,33.76398,-84.42895
14631,AUTO THEFT,153042895,10/31/2015,529 FLAT SHOALS AVE SE,612,East Atlanta,W,33.7398,-84.34511
14632,BURGLARY-NONRES,153042935,10/31/2015,3722 ROSWELL RD NE,209,East Chastain Park,B,33.85684,-84.38236
14633,LARCENY-NON VEHICLE,153042952,10/31/2015,265 PEACHTREE ST NE @HYATT REGENCY HOTEL,509,Downtown,M,33.76152,-84.38672
14634,BURGLARY-RESIDENCE,153043042,10/31/2015,479 WILLARD AVE SW,404,Westview,T,33.74202,-84.4369
14635,LARCENY-NON VEHICLE,153060903,10/31/2015,3393 PEACHTREE STREET,210,Loring Heights,E,33.79086,-84.40786
14636,LARCENY-NON VEHICLE,153030051,10/30/2015,3393 PEACHTREE RD ,206,Lenox,B,33.84676,-84.36212
14637,LARCENY-FROM VEHICLE,153030182,10/30/2015,31 BAKER ST NW,508,Downtown,M,33.76214,-84.38625
14638,LARCENY-NON VEHICLE,153030186,10/30/2015,1263 GLENWOOD AVE SE,612,East Atlanta,W,33.73998,-84.34627
14639,AGG ASSAULT,153030362,10/30/2015,2980 DELMAR LN NW,111,,I,33.75517,-84.48481
14640,LARCENY-FROM VEHICLE,153030450,10/30/2015,104 GRIFFIN ST NW,102,Vine City,L,33.75751,-84.41174
14641,LARCENY-FROM VEHICLE,153030490,10/30/2015,1983 HOWELL MILL RD NW,205,Channing Valley,C,33.80884,-84.41276
14642,LARCENY-FROM VEHICLE,153030526,10/30/2015,1021 PEACHTREE ST NE,503,Midtown,E,33.78257,-84.38311
14643,AUTO THEFT,153030828,10/30/2015,1772 MELROSE DR SW,306,Sylvan Hills,X,33.70646,-84.41974
14644,AUTO THEFT,153030849,10/30/2015,490 MARIETTA ST NW,507,Downtown,M,33.76627,-84.39761
14645,LARCENY-FROM VEHICLE,153030871,10/30/2015,592 FLAT SHOALS AVE SE,612,East Atlanta,W,33.73833,-84.34275
14646,AUTO THEFT,153030925,10/30/2015,2636 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75277,-84.47429
14647,LARCENY-NON VEHICLE,153031085,10/30/2015,3027 COLLIER DR NW,112,Collier Heights,I,33.76364,-84.48588
14648,LARCENY-FROM VEHICLE,153031240,10/30/2015,2611 SPRINGDALE RD SW,309,Perkerson,X,33.68326,-84.41554
14649,LARCENY-FROM VEHICLE,153031309,10/30/2015,664 MERCER ST SE,605,Grant Park,W,33.73607,-84.36571
14650,LARCENY-FROM VEHICLE,153031318,10/30/2015,1500 MARIETTA BLVD NW,203,Hills Park,D,33.79681,-84.4333
14651,LARCENY-FROM VEHICLE,153031324,10/30/2015,933 PEACHTREE ST NE,503,Midtown,E,33.77965,-84.3833
14652,LARCENY-NON VEHICLE,153031325,10/30/2015,884 LAKE AVE NE,602,Inman Park,N,33.76117,-84.35879
14653,BURGLARY-NONRES,153031356,10/30/2015,629 PAINES AVE NW,103,English Avenue,L,33.77187,-84.41425
14654,LARCENY-NON VEHICLE,153031413,10/30/2015,1825 MACARTHUR BLVD NW,203,Bolton,D,33.81406,-84.44758
14655,LARCENY-FROM VEHICLE,153031429,10/30/2015,329 MARIETTA ST NW,508,Downtown,M,33.7623,-84.39643
14656,AUTO THEFT,153031447,10/30/2015,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403
14657,AGG ASSAULT,153031452,10/30/2015,1058 RIDGE AVE SW,304,Peoplestown,V,33.7262,-84.39163
14658,AUTO THEFT,153031472,10/30/2015,2024 BRIAR TRAIL CT SW,412,Briar Glen,P,33.69675,-84.50208
14659,LARCENY-NON VEHICLE,153031496,10/30/2015,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
14660,LARCENY-FROM VEHICLE,153031545,10/30/2015,146 PEACHTREE CTR,508,Midtown,E,33.77381,-84.36897
14661,AUTO THEFT,153031547,10/30/2015,281 SEWANEE AVE NW,108,Dixie Hills,J,33.76093,-84.46467
14662,BURGLARY-RESIDENCE,153031557,10/30/2015,2809 WYNGATE DR NW,205,Wyngate,C,33.83163,-84.3991
14663,AUTO THEFT,153031559,10/30/2015,1955 DODSON DR SW,410,Campbellton Road,R,33.70146,-84.47616
14664,LARCENY-NON VEHICLE,153031598,10/30/2015,830 PRYOR ST SW,303,Mechanicsville,V,33.73206,-84.39343
14665,BURGLARY-RESIDENCE,153031676,10/30/2015,142 2ND AVE SE,611,East Lake,O,33.74856,-84.3095
14666,LARCENY-NON VEHICLE,153031687,10/30/2015,583 JUNIPER ST,509,Downtown,M,33.77128,-84.38344
14667,LARCENY-NON VEHICLE,153031693,10/30/2015,1001 SAINT CHARLES AVE NE,601,Virginia Highland,F,33.77516,-84.35477
14668,LARCENY-NON VEHICLE,153031733,10/30/2015,1814 WOODCLIFFE TER NE,213,Morningside/Lenox Park,F,33.8042,-84.3583
14669,LARCENY-NON VEHICLE,153031736,10/30/2015,565 MAIN ST NE,211,Lindbergh/Morosgo,B,33.82239,-84.36825
14670,LARCENY-FROM VEHICLE,153031746,10/30/2015,2609 SANTA BARBARA DR NW,112,Collier Heights,I,33.76556,-84.47305
14671,LARCENY-NON VEHICLE,153031770,10/30/2015,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
14672,LARCENY-NON VEHICLE,153031800,10/30/2015,3500 PEACHTREE RD NE,208,North Buckhead,B,33.85248,-84.36058
14673,LARCENY-FROM VEHICLE,153031807,10/30/2015,437 MEMORIAL DR SE,605,Grant Park,W,33.74554,-84.37339
14674,BURGLARY-RESIDENCE,153031907,10/30/2015,1994 BENT CREEK WAY SW,410,Campbellton Road,R,33.7011,-84.46631
14675,BURGLARY-RESIDENCE,153031921,10/30/2015,2848 LENOX RD NE,210,Pine Hills,B,33.83218,-84.35679
14676,LARCENY-NON VEHICLE,153031923,10/30/2015,2636 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75277,-84.47429
14677,AUTO THEFT,153031931,10/30/2015,646 ROBERT ST NW,109,Center Hill,J,33.7727,-84.4726
14678,LARCENY-FROM VEHICLE,153032031,10/30/2015,840 MARIETTA ST NW,504,Marietta Street Artery,E,33.77522,-84.40691
14679,LARCENY-FROM VEHICLE,153032057,10/30/2015,3261 PEACHTREE RD NE,208,Peachtree Park,B,33.84347,-84.36951
14680,LARCENY-FROM VEHICLE,153032061,10/30/2015,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
14681,BURGLARY-RESIDENCE,153032071,10/30/2015,952 PALMETTO AVE SW,104,Ashview Heights,T,33.75163,-84.41866
14682,BURGLARY-RESIDENCE,153032092,10/30/2015,745 FLORENCE PL NW,110,Grove Park,J,33.77572,-84.44178
14683,LARCENY-NON VEHICLE,153032112,10/30/2015,375 18TH ST NW @TARGET - 18TH,501,Atlantic Station,E,33.79303,-84.39921
14684,ROBBERY-PEDESTRIAN,153032122,10/30/2015,48 BROAD STREET,511,Downtown,M,33.7521,-84.38955
14685,LARCENY-NON VEHICLE,153032162,10/30/2015,2049 OAKVIEW RD SE,610,Kirkwood,O,33.74974,-84.32082
14686,LARCENY-FROM VEHICLE,153032177,10/30/2015,68 GRIFFON ST,102,Vine City,L,33.75615,-84.41187
14687,AUTO THEFT,153032271,10/30/2015,3715 NORTHSIDE PKWY NW,202,Mt. Paran/Northside,A,33.85557,-84.43152
14688,LARCENY-NON VEHICLE,153032280,10/30/2015,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521
14689,BURGLARY-RESIDENCE,153032344,10/30/2015,3108 ARBOR GATES DR NE,210,Pine Hills,B,33.82674,-84.35889
14690,LARCENY-FROM VEHICLE,153032453,10/30/2015,401 WEST PEACHTREE ST NE,504,Downtown,M,33.7654,-84.3871
14691,BURGLARY-RESIDENCE,153032488,10/30/2015,49 HARLAN RD SW,405,Harland Terrace,I,33.75339,-84.4815
14692,LARCENY-NON VEHICLE,153032504,10/30/2015,3061 MCMURRAY DR SW,409,Southwest,R,33.70307,-84.48803
14693,BURGLARY-NONRES,153032536,10/30/2015,2865 DONALD LEE HOLLOWELL PKWY NW,113,Brookview Heights,G,33.78092,-84.48168
14694,LARCENY-FROM VEHICLE,153032642,10/30/2015,967 BRADY AVE NW,501,Home Park,E,33.78115,-84.41234
14695,LARCENY-NON VEHICLE,153032648,10/30/2015,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
14696,BURGLARY-RESIDENCE,153032702,10/30/2015,600 MAYLAND AVE SW,302,Pittsburgh,V,33.72453,-84.4072
14697,LARCENY-NON VEHICLE,153032729,10/30/2015,3730 CARMIA DR SW @PUBLIX - CARMIA,414,Princeton Lakes,P,33.65573,-84.5109
14698,LARCENY-FROM VEHICLE,153032736,10/30/2015,1625 MARTIN L KING JR.DR.,104,Mozley Park,K,33.75344,-84.44213
14699,ROBBERY-PEDESTRIAN,153032749,10/30/2015,188 NORTHSIDE DR SW,101,Castleberry Hill,M,33.74871,-84.40452
14700,LARCENY-NON VEHICLE,153032785,10/30/2015,3775 STAMFORD RD SW,407,Wisteria Gardens,H,33.75645,-84.51115
14701,LARCENY-NON VEHICLE,153032827,10/30/2015,201 PEACHTREE ST NE,509,Downtown,M,33.75991,-84.38579
14702,LARCENY-FROM VEHICLE,153032995,10/30/2015,965 SELLS AVE SW,104,Harris Chiles,T,33.74601,-84.42093
14703,LARCENY-FROM VEHICLE,153032996,10/30/2015,878 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73804,-84.41666
14704,AUTO THEFT,153033032,10/30/2015,85 CLEVELAND AVE SW,312,Glenrose Heights,Z,33.68097,-84.38594
14705,LARCENY-FROM VEHICLE,153033055,10/30/2015,3620 MARTIN L KING JR DR SW,407,Adamsville,H,33.76038,-84.50699
14706,ROBBERY-PEDESTRIAN,153033086,10/30/2015,162 LINKWOOD RD NW,111,,I,33.75938,-84.48287
14707,LARCENY-FROM VEHICLE,153033236,10/30/2015,172 HOWELL ST NE,604,Old Fourth Ward,M,33.75874,-84.37094
14708,BURGLARY-RESIDENCE,153033264,10/30/2015,55 MAPLE ST NW,102,Vine City,L,33.75569,-84.40528
14709,LARCENY-FROM VEHICLE,153033276,10/30/2015,695 NORTH AVE NE ,603,Old Fourth Ward,M,33.77073,-84.3645
14710,LARCENY-FROM VEHICLE,153033324,10/30/2015,500 PHARR RD NE,206,Buckhead Village,B,33.8371,-84.37185
14711,AGG ASSAULT,153033399,10/30/2015,232 FORSYTH ST SW @GREYHOUND BUS DEPOT,512,Downtown,M,33.74852,-84.39636
14712,LARCENY-NON VEHICLE,153038016,10/30/2015,8700 SPINE RD,703,,,33.64085,-84.43915
14713,AUTO THEFT,153038067,10/30/2015,4300 GLOBAL GATEWAY CONNECTOR GTWY,707,,,33.64801,-84.44474
14714,LARCENY-NON VEHICLE,153022532,10/30/2015,303 PEACHTREE CENTER AVE NE,509,Downtown,M,33.76289,-84.38589
14715,LARCENY-NON VEHICLE,153022718,10/29/2015,35 W PACES FERRY RD NW,206,South Tuxedo Park,B,33.83984,-84.38093
14716,AUTO THEFT,153022738,10/29/2015,136 11TH ST NE,503,Midtown,E,33.78311,-84.38258
14717,LARCENY-FROM VEHICLE,153022891,10/29/2015,400 CENTRAL PARK PL NE,603,Old Fourth Ward,M,33.76522,-84.37805
14718,LARCENY-NON VEHICLE,153022902,10/29/2015,360 PONCE DE LEON AVE NE,506,Midtown,E,33.77241,-84.37548
14719,BURGLARY-RESIDENCE,153022911,10/29/2015,3601 NANCY CREEK RD NW,201,Paces,A,33.85345,-84.4411
14720,LARCENY-NON VEHICLE,153022958,10/29/2015,52 PEACHTREE ST NW,508,Downtown,M,33.75518,-84.38924
14721,LARCENY-NON VEHICLE,153022992,10/29/2015,1054 SEABOARD AVE NW,204,Underwood Hills,D,33.80856,-84.42227
14722,LARCENY-FROM VEHICLE,153023008,10/29/2015,943 HANK AARON DR SW,304,Peoplestown,V,33.72884,-84.38829
14723,AUTO THEFT,153023030,10/29/2015,839 PEGG RD SW,309,Perkerson,X,33.6895,-84.41638
14724,LARCENY-NON VEHICLE,153023159,10/29/2015,1001 PONCE DE LEON AVE NE @PUBLIX - PONCE,602,Poncey-Highland,N,33.7734,-84.35467
14725,BURGLARY-RESIDENCE,153023160,10/29/2015,1005 BALDWIN ST SW,104,Ashview Heights,T,33.74647,-84.42057
14726,LARCENY-FROM VEHICLE,153023211,10/29/2015,2905 CAMPBELLTON RD SW,409,Southwest,R,33.69827,-84.48395
14727,AGG ASSAULT,153023286,10/29/2015,490 FAIRBURN RD SW,407,Fairburn Mays,H,33.74107,-84.50997
14728,BURGLARY-RESIDENCE,153023299,10/29/2015,370 NORTHSIDE DR NW,103,English Avenue,L,33.76507,-84.4042
14729,LARCENY-FROM VEHICLE,153023364,10/29/2015,540 CAMERON M ALEXANDER BLVD NW,103,English Avenue,L,33.7681,-84.40515
14730,BURGLARY-RESIDENCE,153023422,10/29/2015,3133 HICKMAN DR NW,111,,I,33.75489,-84.48948
14731,LARCENY-NON VEHICLE,153023430,10/29/2015,3637 PEACHTREE RD NE,210,Lenox,B,33.85387,-84.35826
14732,ROBBERY-PEDESTRIAN,153023442,10/29/2015,3393 LENOX RD,210,Lenox,B,33.84676,-84.36212
14733,BURGLARY-RESIDENCE,153023451,10/29/2015,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149
14734,AUTO THEFT,153023492,10/29/2015,1790 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80538,-84.41323
14735,LARCENY-FROM VEHICLE,153023549,10/29/2015,3242 PEACHTREE RD NE,208,Buckhead Forest,B,33.84425,-84.37311
14736,ROBBERY-PEDESTRIAN,153023586,10/29/2015,215 FORSYTH ST SW,512,Downtown,M,33.74892,-84.3968
